Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Time,Temp (å¡C),Temp Flag,Dew Point Temp (å¡C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-24 13:00,2019,7,24,13:00,19.9,,17.6,,86,,27,,22,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-24 14:00,2019,7,24,14:00,17.8,,15.6,,87,,29,,24,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-24 15:00,2019,7,24,15:00,19.1,,15.3,,79,,27,,23,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-24 16:00,2019,7,24,16:00,17.4,,13.9,,80,,27,,24,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-24 17:00,2019,7,24,17:00,16.4,,12.9,,80,,27,,19,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-24 18:00,2019,7,24,18:00,16.1,,11.9,,76,,27,,24,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-24 19:00,2019,7,24,19:00,13.6,,13.6,,100,,27,,28,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-24 20:00,2019,7,24,20:00,13.2,,13.2,,100,,26,,23,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-24 21:00,2019,7,24,21:00,12.8,,12.8,,100,,26,,22,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-24 22:00,2019,7,24,22:00,12.5,,12.5,,100,,26,,21,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-24 23:00,2019,7,24,23:00,12.5,,12.5,,100,,26,,22,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 0:00,2019,7,25,0:00,12.8,,12.7,,99,,26,,27,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 1:00,2019,7,25,1:00,12.5,,12.5,,100,,26,,27,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 2:00,2019,7,25,2:00,12.7,,12.5,,99,,27,,25,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 3:00,2019,7,25,3:00,13.6,,11.9,,89,,28,,23,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 4:00,2019,7,25,4:00,13.6,,11.6,,88,,29,,32,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 5:00,2019,7,25,5:00,12.6,,11.5,,93,,29,,29,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 6:00,2019,7,25,6:00,12.7,,11.4,,92,,28,,20,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 7:00,2019,7,25,7:00,13.4,,11.5,,88,,28,,16,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 8:00,2019,7,25,8:00,14,,10.9,,82,,28,,16,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 9:00,2019,7,25,9:00,15,,8.6,,66,,29,,27,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 10:00,2019,7,25,10:00,15.5,,7,,57,,30,,31,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 11:00,2019,7,25,11:00,16.4,,6.4,,51,,30,,31,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 12:00,2019,7,25,12:00,18,,7.2,,49,,30,,29,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 13:00,2019,7,25,13:00,19.2,,8.9,,51,,30,,33,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 14:00,2019,7,25,14:00,21,,9.2,,47,,30,,29,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 15:00,2019,7,25,15:00,21.9,,9,,44,,30,,24,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 16:00,2019,7,25,16:00,21.9,,8.7,,43,,30,,25,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 17:00,2019,7,25,17:00,22,,9.1,,44,,31,,22,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 18:00,2019,7,25,18:00,21.6,,8.2,,42,,32,,23,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 19:00,2019,7,25,19:00,20.8,,8.6,,46,,32,,16,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 20:00,2019,7,25,20:00,19.1,,9.2,,53,,32,,12,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 21:00,2019,7,25,21:00,17.5,,9.1,,58,,31,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 22:00,2019,7,25,22:00,16.4,,9.5,,64,,25,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-25 23:00,2019,7,25,23:00,15.2,,9.7,,70,,25,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 0:00,2019,7,26,0:00,13.8,,10.2,,79,,22,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 1:00,2019,7,26,1:00,13.6,,9.8,,78,,25,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 2:00,2019,7,26,2:00,12.9,,10.2,,84,,23,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 3:00,2019,7,26,3:00,12.7,,11,,90,,23,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 4:00,2019,7,26,4:00,12.3,,11.8,,97,,22,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 5:00,2019,7,26,5:00,12.3,,11.6,,96,,22,,10,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 6:00,2019,7,26,6:00,13.3,,11.8,,91,,22,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 7:00,2019,7,26,7:00,15.6,,11.2,,75,,23,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 8:00,2019,7,26,8:00,18.3,,11.3,,64,,24,,4,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 9:00,2019,7,26,9:00,20.6,,12.6,,60,,22,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 10:00,2019,7,26,10:00,22.4,,11,,49,,26,,8,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 11:00,2019,7,26,11:00,23.3,,10.3,,44,,26,,8,,,,,,25,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 12:00,2019,7,26,12:00,23.7,,10.2,,42,,20,,14,,,,,,25,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 13:00,2019,7,26,13:00,24.6,,10.3,,41,,19,,12,,,,,,26,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 14:00,2019,7,26,14:00,25.3,,10.8,,40,,23,,11,,,,,,27,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 15:00,2019,7,26,15:00,25.5,,10.4,,39,,20,,12,,,,,,27,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 16:00,2019,7,26,16:00,26.3,,10.2,,36,,27,,8,,,,,,28,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 17:00,2019,7,26,17:00,25.9,,10.8,,39,,21,,11,,,,,,28,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 18:00,2019,7,26,18:00,26.1,,9.2,,34,,19,,8,,,,,,27,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 19:00,2019,7,26,19:00,25.2,,10.8,,41,,19,,10,,,,,,27,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 20:00,2019,7,26,20:00,23.3,,11.6,,48,,15,,7,,,,,,25,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 21:00,2019,7,26,21:00,21.9,,12.7,,56,,13,,7,,,,,,25,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 22:00,2019,7,26,22:00,20.8,,12.8,,60,,11,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-26 23:00,2019,7,26,23:00,20,,13.1,,65,,13,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 0:00,2019,7,27,0:00,20.8,,11.6,,56,,20,,11,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 1:00,2019,7,27,1:00,19.6,,12,,61,,13,,8,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 2:00,2019,7,27,2:00,18.3,,12.1,,67,,16,,8,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 3:00,2019,7,27,3:00,18.1,,11.9,,67,,15,,9,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 4:00,2019,7,27,4:00,17.2,,11.9,,71,,14,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 5:00,2019,7,27,5:00,16.3,,12.9,,80,,17,,8,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 6:00,2019,7,27,6:00,16.9,,13.6,,81,,16,,8,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 7:00,2019,7,27,7:00,17,,14,,82,,18,,10,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 8:00,2019,7,27,8:00,18.3,,14.7,,79,,15,,4,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 9:00,2019,7,27,9:00,20.9,,14.3,,66,,18,,8,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 10:00,2019,7,27,10:00,23.2,,14.5,,58,,19,,8,,,,,,27,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 11:00,2019,7,27,11:00,24.4,,15.1,,56,,24,,11,,,,,,28,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 12:00,2019,7,27,12:00,21.2,,14.7,,66,,27,,20,,,,,,25,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 13:00,2019,7,27,13:00,18.8,,14.5,,76,,26,,22,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 14:00,2019,7,27,14:00,13.9,,13.9,,100,,26,,30,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 15:00,2019,7,27,15:00,13.8,,13.8,,100,,29,,29,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 16:00,2019,7,27,16:00,12.8,,12.8,,100,,30,,17,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 17:00,2019,7,27,17:00,13.4,,13.4,,100,,26,,13,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 18:00,2019,7,27,18:00,14,,14,,100,,26,,12,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 19:00,2019,7,27,19:00,13.9,,13.9,,100,,25,,12,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 20:00,2019,7,27,20:00,14,,14,,100,,28,,12,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 21:00,2019,7,27,21:00,14.3,,14.2,,100,,27,,14,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 22:00,2019,7,27,22:00,13.9,,13.9,,100,,27,,17,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-27 23:00,2019,7,27,23:00,13.4,,13.4,,100,,27,,16,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 0:00,2019,7,28,0:00,13.2,,13.1,,100,,27,,21,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 1:00,2019,7,28,1:00,13.4,,13.4,,100,,29,,19,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 2:00,2019,7,28,2:00,13.9,,13.7,,99,,29,,19,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 3:00,2019,7,28,3:00,14.4,,13.5,,95,,30,,20,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 4:00,2019,7,28,4:00,14.3,,13.8,,97,,30,,18,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 5:00,2019,7,28,5:00,14.1,,14,,99,,30,,17,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 6:00,2019,7,28,6:00,14.2,,14.1,,100,,30,,14,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 7:00,2019,7,28,7:00,14.6,,14.1,,97,,30,,16,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 8:00,2019,7,28,8:00,14.8,,14.1,,96,,31,,17,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 9:00,2019,7,28,9:00,15,,14.3,,95,,31,,15,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 10:00,2019,7,28,10:00,16.4,,14.8,,90,,32,,16,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 11:00,2019,7,28,11:00,17.5,,14.6,,83,,33,,16,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 12:00,2019,7,28,12:00,18.9,,13.6,,72,,34,,14,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 13:00,2019,7,28,13:00,19.7,,13.5,,67,,30,,13,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 14:00,2019,7,28,14:00,19.9,,12.9,,64,,34,,14,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 15:00,2019,7,28,15:00,19.9,,12.6,,63,,33,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 16:00,2019,7,28,16:00,19.6,,13.7,,69,,34,,9,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 17:00,2019,7,28,17:00,20.4,,12.6,,61,,31,,3,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 18:00,2019,7,28,18:00,19.9,,13.4,,66,,4,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 19:00,2019,7,28,19:00,18.8,,12.4,,66,,9,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 20:00,2019,7,28,20:00,17.6,,13.6,,78,,24,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 21:00,2019,7,28,21:00,16.9,,16.4,,97,,19,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 22:00,2019,7,28,22:00,16,,15.6,,97,,16,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-28 23:00,2019,7,28,23:00,15,,15,,100,,16,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 0:00,2019,7,29,0:00,14.4,,14.4,,100,,15,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 1:00,2019,7,29,1:00,14,,14,,100,,17,,8,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 2:00,2019,7,29,2:00,13.1,,13.1,,100,,17,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 3:00,2019,7,29,3:00,14,,14,,100,,24,,2,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 4:00,2019,7,29,4:00,13.6,,13.6,,100,,2,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 5:00,2019,7,29,5:00,13.8,,13.8,,100,,7,,11,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 6:00,2019,7,29,6:00,13.9,,13.9,,100,,8,,8,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 7:00,2019,7,29,7:00,14.1,,14.1,,100,,10,,10,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 8:00,2019,7,29,8:00,15.3,,15.3,,100,,12,,13,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 9:00,2019,7,29,9:00,16.9,,16.5,,97,,14,,12,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 10:00,2019,7,29,10:00,18.6,,16.1,,86,,16,,10,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 11:00,2019,7,29,11:00,18.7,,16.6,,87,,17,,9,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 12:00,2019,7,29,12:00,20,,15.8,,77,,17,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 13:00,2019,7,29,13:00,21.1,,13.8,,63,,18,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 14:00,2019,7,29,14:00,21.3,,12.4,,57,,24,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 15:00,2019,7,29,15:00,22.5,,11.9,,51,,32,,3,,,,,,25,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 16:00,2019,7,29,16:00,23.2,,11.3,,47,,32,,4,,,,,,25,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 17:00,2019,7,29,17:00,22.8,,8.3,,39,,26,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 18:00,2019,7,29,18:00,22.4,,8.4,,41,,23,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 19:00,2019,7,29,19:00,21.7,,7,,39,,24,,4,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 20:00,2019,7,29,20:00,19,,10.6,,58,,22,,4,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 21:00,2019,7,29,21:00,19,,10,,56,,18,,4,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 22:00,2019,7,29,22:00,17.7,,11.1,,65,,14,,4,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-29 23:00,2019,7,29,23:00,16.7,,12.3,,75,,16,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 0:00,2019,7,30,0:00,16,,12.6,,80,,16,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 1:00,2019,7,30,1:00,15.1,,12.9,,87,,14,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 2:00,2019,7,30,2:00,13.9,,13.7,,98,,12,,7,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 3:00,2019,7,30,3:00,13.5,,13.5,,100,,13,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 4:00,2019,7,30,4:00,14.1,,14.1,,100,,14,,9,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 5:00,2019,7,30,5:00,13.8,,13.8,,100,,16,,10,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 6:00,2019,7,30,6:00,13.8,,13.8,,100,,17,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 7:00,2019,7,30,7:00,15.6,,15.6,,100,,15,,3,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 8:00,2019,7,30,8:00,17.1,,16.9,,99,,8,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 9:00,2019,7,30,9:00,19,,17.2,,89,,34,,2,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 10:00,2019,7,30,10:00,20.9,,16.4,,76,,14,,8,,,,,,26,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 11:00,2019,7,30,11:00,20.9,,15.9,,73,,16,,7,,,,,,25,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 12:00,2019,7,30,12:00,20.5,,14.9,,70,,28,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 13:00,2019,7,30,13:00,19.6,,17,,85,,27,,15,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 14:00,2019,7,30,14:00,20.3,,18.2,,88,,2,,11,,,,,,26,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 15:00,2019,7,30,15:00,20.2,,16.8,,81,,30,,3,,,,,,25,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 16:00,2019,7,30,16:00,19.5,,16.6,,84,,26,,16,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 17:00,2019,7,30,17:00,18.1,,15.7,,85,,27,,10,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 18:00,2019,7,30,18:00,19.3,,15.3,,77,,30,,8,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 19:00,2019,7,30,19:00,18.3,,16.7,,91,,32,,11,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 20:00,2019,7,30,20:00,17.1,,16.3,,95,,33,,10,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 21:00,2019,7,30,21:00,16,,15.9,,100,,33,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 22:00,2019,7,30,22:00,14.2,,14.2,,100,,36,,4,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-30 23:00,2019,7,30,23:00,14.6,,14.5,,100,,0,,1,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-31 0:00,2019,7,31,0:00,13.5,,13.5,,100,,24,,3,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-31 1:00,2019,7,31,1:00,12.5,,12.5,,100,,24,,3,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-31 2:00,2019,7,31,2:00,11.2,,11.2,,100,,,,0,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-31 3:00,2019,7,31,3:00,11.6,,11.6,,100,,,,0,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-31 4:00,2019,7,31,4:00,10.9,,10.8,,100,,23,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-31 5:00,2019,7,31,5:00,10.5,,10.5,,100,,11,,4,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-31 6:00,2019,7,31,6:00,11.6,,11.6,,100,,13,,2,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-31 7:00,2019,7,31,7:00,13.5,,13.5,,100,,19,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-31 8:00,2019,7,31,8:00,14.8,,14.8,,100,,18,,4,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-31 9:00,2019,7,31,9:00,17.6,,17.4,,99,,11,,5,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-31 10:00,2019,7,31,10:00,18.4,,17.6,,95,,14,,6,,,,,,,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-31 11:00,2019,7,31,11:00,20.8,,15.6,,72,,12,,5,,,,,,25,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-31 12:00,2019,7,31,12:00,21.7,,14.4,,63,,12,,9,,,,,,25,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-31 13:00,2019,7,31,13:00,22.1,,13.5,,58,,13,,13,,,,,,25,,,,
-113.54,53.49,EDMONTON SOUTH CAMPUS,3012220,2019-07-31 14:00,2019,7,31,14:00,22.9,,15.8,,64,,10,,13,,,,,,27,,,,
